Order,,,common name ,species,,,placenta_invasiveness,,interdigitation_placenta,,,,,,
Primates,,,proboscis monkey,Nasalis larvatus,,,hemo,1,Trabecular,2,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D29,
Primates,Hylobatidae,Nomascus,olden-cheeked crested gibbon,Nomascus gabriellae,monogamous,1,hemo,1,Villous,3,herd,4,HemoVil,,
Primates,Lorisidae,Nycticebus,Sunda slow loris ,Nycticebus coucang,polygynous,2,epi,3,Villous,3,solitary,1,EpiVil,,
Primates,Loridae,Nycticebus,pygmy slow loris,Nycticebus pygmaeus,polygynous,2,epi,3,Villous,3,herd,4,EpiVil,http://placentation.ucsd.edu/pygmylorisfs.htm,
Primates,Galagonidae,Otolemur,brown greater galago ,Otolemur crassicaudatus,polygynous,2,epi,3,Villous,3,herd,4,EpiVil,,
Primates,Galagidae,Otolemur,northern greater galago,Otolemur garnettii,polygynous,2,epi,3,Villous,3,male,2,EpiVil,https://en.wikipedia.org/wiki/Northern_greater_galago,
Primates,Hominidae,Pan,bonobo,Pan paniscus,polygynous,2,hemo,1,Villous,3,herd,4,HemoVil,,
Primates,Hominidae,Pan,chimpanzee ,Pan troglodytes,polygynous,2,hemo,1,Villous,3,herd,4,HemoVil,http://placentation.ucsd.edu/bono.html,
Primates,Cercopithecidae,Papio,olive baboon,Papio anubis,polygynous,2,hemo,1,Trabecular,2,herd,4,Hemo Trab,,
Primates,Cercopithecidae,Papio,hamadryas baboon,Papio hamadryas,polygynous,2,hemo,1,Villous,2,herd,4,Hemo vil,,
Primates,Cercopithecidae,Papio,Guinea baboon,Papio papio,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,,
Primates,Lorisidae,Perodicticus, potto,Perodicticus potto,polygynous,2,epi,3,Villous,3,solitary,1,EpiVil,,
Primates,Pitheciidae,Pithecia,white-faced saki ,Pithecia pithecia,polygynous,2,hemo,1,Villous,3,herd,4,HemoVil,http://placentation.ucsd.edu/saki.html,
Primates,Hominidae,Pongo,Sumatran orangutan,Pongo abelii,polygynous,2,hemo,1,Villous,3,solitary,1,HemoVil,,
Primates,,,Bornean orangutan,Pongo pygmaeus,,,hemo,1,Villous,3,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D66,
Primates,Indriidae,Propithecus,Coquerel's sifaka ,Propithecus coquereli,polygynous,2,epi,3,Villous,3,male,2,EpiVil,http://placentation.ucsd.edu/coquerel_fs.htm,
Primates,Indriidae,Propithecus, diademed sifaka,Propithecus diadema,polygynous,2,hemo,1,Villous,3,herd,4,HemoVil,,
Primates,Indriidae,Propithecus,golden-crowned sifaka,Propithecus tattersalli,polygynous,2,hemo,1,Villous,3,herd,4,HemoVil,,
Primates,Indriidae,Propithecus,Verreaux's sifaka,Propithecus verreauxi,polygynous,2,epi,3,Villous,3,male,2,EpiVil,http://placentation.ucsd.edu/coquerel_fs.htm,
Primates,Cercopithecidae,Pygathrix,red-shanked douc,Pygathrix nemaeus,polygynous,2,hemo,1,Trabecular,2,herd,4,Hemo Trab,http://placentation.ucsd.edu/douc.html,
Primates,Callitrichidae,Saguinus, pied tamarin,Saguinus bicolor,polygynous,2,hemo,1,Trabecular,2,herd,4,Hemo Trab,http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html,
Primates,Callitrichidae,Saguinus, brown-mantled tamarin,Saguinus fuscicollis,polygynous,2,hemo,1,Trabecular,2,herd,4,Hemo Trab,,
Primates,Cebidae,Saguinus,Geoffroy's tamarin ,Saguinus geoffroyi,polygynous,2,hemo,1,Trabecular,2,herd,4,Hemo Trab,,
Primates,Cebidae,Saguinus,emperor tamarin,Saguinus imperator,polygynous,2,hemo,1,Trabecular,2,herd,4,Hemo Trab,,
Primates,Cebidae,Saguinus,red-handed tamarin,Saguinus midas,polygynous,2,hemo,1,Trabecular,2,herd,4,Hemo Trab,,
Primates,Callitrichidae,Saguinus,cotton-top tamarin ,Saguinus oedipus,monogamous,1,hemo,1,Trabecular,2,herd,4,Hemo Trab,,
Primates,Callitrichidae,Saguinus,black tamarin,Saguinus ursula,polygynous,2,hemo,1,Trabecular,2,herd,4,Hemo Trab,,
Primates,Cebidae,Saimiri,black-capped squirrel monkey,Saimiri boliviensis,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3482116/,
Primates,Cebidae,Saimiri,Guianan squirrel monkey,Saimiri sciureus,polygynous,2,hemo,1,Trabecular,2,herd,4,Hemo Trab,http://placentation.ucsd.edu/sqmonkey.html,
Primates,Cercopithecidae,Pygathrix,northern plains gray langur,Semnopithecus entellus,polygynous,2,hemo,1,Trabecular,2,herd,4,Hemo Trab,,
Primates,Cercopithecidae,Semnopithecus,black-footed gray langur,Semnopithecus hypoleucos,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,,
Primates,Hylobatidae,Hylobates,siamang ,Symphalangus syndactylus,monogamous,1,hemo,1,Villous,3,herd,4,HemoVil,,
Primates,,, spectral tarsier ,Tarsius spectrum,,,hemo,1,Trabecular,2,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D118,
Primates,Cercopithecidae,Theropithecus,gelada,Theropithecus gelada,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,,
Primates,Cercopithecidae,Trachypithecus,East Javan langur,Trachypithecus auratus,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,,
Primates,Cercopithecidae,Trachypithecus,silvery lutung ,Trachypithecus cristatus,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,http://placentation.ucsd.edu/silvered_leaf_monkey_fs.htm,
Primates,Cercopithecidae,Trachypithecus,Delacour's langur,Trachypithecus delacouri,polygynous,2,hemo,1,Trabecular,2,herd,4,Hemo Trab,https://bioone.org/journals/Mammalian-Species/volume-43/issue-1/880.1/Trachypithecus-delacouri-Primates-Cercopithecidae/10.1644/880.1.full,
Primates,Cercopithecidae,Trachypithecus,François' langur,Trachypithecus francoisi,polygynous,2,hemo,1,Trabecular,2,herd,4,Hemo Trab,http://placentation.ucsd.edu/Francois.htm,
Primates,Cercopithecidae,Trachypithecus,Germain's langur,Trachypithecus germaini,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,,
Primates,Cercopithecidae,Trachypithecus,dusky leaf monkey,Trachypithecus obscurus,polygynous,2,hemo,1,Trabecular,2,herd,4,Hemo Trab,,
Primates,Cercopithecidae,Trachypithecus,Selangor silvered langur,Trachypithecus selangorensis,polygynous,2,hemo,1,Trabecular,2,male,2,Hemo Trab,,
Primates,Cercopithecidae,Trachypithecus,purple-faced langur ,Trachypithecus vetulus,polygynous,2,hemo,1,Villous,3,male,2,HemoVil,,
Primates,Lemuridae,Varecia,red ruffed lemur ,Varecia rubra,polygynous,2,epi,3,Villous,3,herd,4,EpiVil,,
Primates,Lemuridae,Varecia,black-and-white ruffed lemur,Varecia variegata,polygynous,2,epi,3,Villous,3,herd,4,EpiVil,http://placentation.ucsd.edu/lem.html,
Proboscidea,Elephantidae,Elephas,Asian Elephant, elephas,polygynous,2,hemo,1,Labyrinthine,1,male,2,HemoLab,,
Proboscidea,Elephantidae,Elephas,Asian elephant,Elephas maximus,polygynous,2,endo,2,Labyrinthine,1,male,2,EndoLab,,
Proboscidea,Elephantidae,Loxodonta,African bush elephant,Loxodonta africana,polygynous,2,endo,2,Labyrinthine,1,male,2,EndoLab,https://www.ncbi.nlm.nih.gov/pubmed/12828919,
Rodentia,Muridae,Acomys,Cairo spiny mouse,Acomys cahirinus,polygynous,2,hemo,1,Labyrinthine,1,male,2,HemoLab,,
Rodentia,Agoutidae,Agouti, lowland paca,Agouti paca,polygynous,2,hemo,1,Labyrinthine,1,male,2,HemoLab,,
Rodentia,Sciuridae,Ammospermophilus,Harris's antelope squirrel ,Ammospermophilus harrisii,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,Sciuridae,Ammospermophilus,white-tailed antelope squirrel,Ammospermophilus leucurus,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,Sciuridae,Ammospermophilus,San Joaquin antelope squirrel ,Ammospermophilus nelsoni,polygynous,2,hemo,1,Labyrinthine,1,herd,4,HemoLab,,
Rodentia,,,Beecroft's flying squirrel ,Anomalurus beecrofti,,,hemo,1,Trabecular,2,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D4,
Rodentia,,,Lord Derby's scaly-tailed squirrel,Anomalurus derbianus,,,hemo,1,Trabecular,2,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D3,
Rodentia,,,mountain beaver,Aplodontia rufa,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D5,
Rodentia,,, European water vole,Arvicola terrestris,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D42,
Rodentia,,,African brush-tailed porcupine,Atherurus africanus,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D68,
Rodentia,,,greater bandicoot rat,Bandicota indica,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D82,
Rodentia,,,Namaqua dune mole-rat ,Bathyergus janetta,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D7,
Rodentia,Sciuridae,Callosciurus,Prevost's squirrel,Callosciurus prevostii,no data,,hemo,1,Villous,3,solitary,1,HemoVil,,
Rodentia,Sciuridae,Callosciurus,Anderson's squirrel ,Callosciurus quinquestriatus,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,Sciuridae,Callospermophilus,golden-mantled ground squirrel,Callospermophilus lateralis,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,,,large vesper mouse,Calomys callosus,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D41,
Rodentia,Capromyidae,Capromys,Desmarest's hutia,Capromys pilorides,polygynous,2,hemo,1,Labyrinthine,1,herd,4,HemoLab,,
Rodentia,Castoridae,Castor,North American beaver,Castor canadensis,monogamous,1,hemo,1,Labyrinthine,1,herd,4,HemoLab,http://placentation.ucsd.edu/beav.html,
Rodentia,Caviidae,Cavia,shiny guinea pig,Cavia fulgida,polygynous,2,hemo,1,Labyrinthine,1,male,2,HemoLab,http://placentation.ucsd.edu/guinea.htm,
Rodentia,Caviidae,Cavia,guinea pig,Cavia porcellus,no data,,hemo,1,Labyrinthine,1,no data,,HemoLab,,
Rodentia,Caviidae,Cavia,montane guinea pig,Cavia tschudii,polygynous,2,hemo,1,Labyrinthine,1,herd,4,HemoLab,,
Rodentia,,,San Diego pocket mouse ,Chaetodipus fallax,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D65,
Rodentia,Chinchillidae,Chinchilla,short-tailed chinchilla ,Chinchilla brevicaudata,polygynous,2,hemo,1,Labyrinthine,1,herd,4,HemoLab,,
Rodentia,Chinchillidae,Chinchilla,short-tailed chinchilla,Chinchilla chinchilla,monogamous,1,hemo,1,Labyrinthine,1,herd,4,HemoLab,http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html,
Rodentia,Chinchillidae,Chinchilla,long-tailed chinchilla ,Chinchilla lanigera,monogamous,1,hemo,1,Labyrinthine,1,herd,4,HemoLab,https://royalsocietypublishing.org/doi/full/10.1098/rsos.161098,
Rodentia,Muridae,Clethrionomys,northern red-backed vole,Clethrionomys rutilus,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,Erethizontidae,Coendou,Mexican hairy dwarf porcupine,Coendou mexicanus,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,Erethizontidae,Coendou,Brazilian porcupine,Coendou prehensilis,monogamous,1,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,Erethizontidae,Coendou,Rothschild's porcupine,Coendou rothschildi,no data,,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,Muridae,Crateromys,golden-mantled ground squirrel,Crateromys heaneyi,no data,,hemo,1,Labyrinthine,1,no data,,HemoLab,,
Rodentia,Muridae,Cricetomys, Gambian pouched rat,Cricetomys gambianus,monogamous,1,hemo,1,Labyrinthine,1,herd,4,HemoLab,,
Rodentia,Cricetidae,Cricetulus,Chinese striped hamster,Cricetulus barabensis,monogamous,1,hemo,1,Labyrinthine,1,herd,4,HemoLab,,
Rodentia,Muridae,Cricetulus,long-tailed dwarf hamster ,Cricetulus longicaudatus,no data,,hemo,1,Labyrinthine,1,no data,,HemoLab,,
Rodentia,,,common gundi,Ctenodactylus gundi,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D43,
Rodentia,Cuniculidae,Cuniculus,lowland paca,Cuniculus paca,monogamous,1,hemo,1,Labyrinthine,1,male,2,HemoLab,,
Rodentia,Sciuridae,Cynomys,black-tailed prairie dog,Cynomys ludovicianus,polygynous,2,hemo,1,Labyrinthine,1,male,2,HemoLab,https://onlinelibrary.wiley.com/doi/pdf/10.1002/jez.a.10292,
Rodentia,,, South American agouti,Dasyprocta azarae,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D49,interditation source
Rodentia,,,red-rumped agouti,Dasyprocta leporina,,,hemo ,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D48,
Rodentia,Agoutidae,Dasyprocta,Central American agouti,Dasyprocta punctata,monogamous,1,hemo,1,Labyrinthine,1,herd,4,HemoLab,,
Rodentia,,,northern collared lemming,Dicrostonyx groenlandicus,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D38,
Rodentia,Dinomyidae,Dinomys,pacarana,Dinomys branick,monogamous,1,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,Heteromyidae,Dipodomys,desert kangaroo rat,Dipodomys deserti,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,Heteromyidae,Dipodomys,Merriam's kangaroo rat ,Dipodomys merriami,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Rodentia,Heteromyidae,Dipodomys,Ord's kangaroo rat,Dipodomys ordii,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Rodentia,,, Panamint kangaroo rat,Dipodomys panamintinus,,,endo,2,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D64,
Rodentia,Caviidae,Dolichotis,Patagonian mara,Dolichotis patagonum,monogamous,1,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,Erethizontidae,Erethizon,North American porcupine ,Erethizon dorsatum,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,Bathyergidae,Cryptomys,Damaraland mole-rat,Fukomys damarensis,monogamous,1,hemo,1,Villous,3,herd,4,HemoVil,,
Rodentia,Bathyergidae,Cryptomys,Mechow's mole-rat,Fukomys mechowii,no data,,hemo,1,Labyrinthine,1,herd,4,HemoLab,,
Rodentia,,,northern palm squirrel,Funambulus pennantii,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D107,
Rodentia,,,common yellow-toothed cavy,Galea musteloides,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D28,
Rodentia,,,plains pocket gopher,Geomys bursarius,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D61,
Rodentia,Sciuridae,Glaucomys,northern flying squirrel ,Glaucomys sabrinus,polygynous,2,hemo,1,Labyrinthine,1,male,2,HemoLab,,
Rodentia,Sciuridae,Petauristodon,southern flying squirrel,Glaucomys volans,polygynous,2,hemo,1,Labyrinthine,1,herd,4,HemoLab,,
Rodentia,Bathyergidae,Heterocephalus,naked mole-rat,Heterocephalus glaber,polygynous,2,hemo,1,Labyrinthine,1,herd,4,HemoLab,,
Rodentia,,,capybara ,Hydrochaeris hydrochaeris,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D27,
Rodentia,Caviidae,Hydrochoerus,capybara ,Hydrochoerus hydrochaeris,polygynous,2,hemo,1,Labyrinthine,1,herd,4,HemoLab,,
Rodentia,Sciuridae,Hylopetes,Sumatran flying squirrel ,Hylopetes winstoni,no data,,hemo,1,Labyrinthine,1,no data,,HemoLab,,
Rodentia,Hystricidae,Hystrix,Cape porcupine,Hystrix africaeaustralis,monogamous,1,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,Hystricidae,Hystrix, crested porcupine,Hystrix cristata,monogamous,1,hemo,1,Labyrinthine,1,herd,4,HemoLab,,
Rodentia,Hystricidae,Hystrix,Indian crested porcupine ,Hystrix indica,monogamous,1,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,Sciuridae,Ictidomys,thirteen-lined ground squirrel,Ictidomys tridecemlineatus,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,Dipodidae,Jaculus, lesser jerboa ,Jaculus jaculus,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,Caviidae,Kerodon, rock cavy,Kerodon rupestris,polygynous,2,hemo,1,Labyrinthine,1,herd,4,HemoLab,,
Rodentia,,, plains viscacha,Lagostomus maximus,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D33,
Rodentia,,,Norway lemming,Lemmus lemmus,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D37,
Rodentia,,,yellow-bellied marmot ,Marmota flaviventris,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D106,
Rodentia,Sciuridae,Marmota, groundhog,Marmota monax,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,Muridae,Mastomys,Natal multimammate mouse,Mastomys natalensis,polygynous,2,hemo,1,Labyrinthine,1,no data,,HemoLab,,
Rodentia,,,Shaw's jird,Meriones shawi,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D81,
Rodentia,Muridae,Meriones,Mongolian gerbil ,Meriones unguiculatus,polygynous,2,hemo,1,Labyrinthine,1,herd,4,HemoLab,,
Rodentia,Muridae,Mesocricetus,golden hamster,Mesocricetus auratus,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,,,dark kangaroo mouse,Microdipodops megacephalus,,,endo,2,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D63,
Rodentia,,, taiga vole,Microtus xanthognathus,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D36,
Rodentia,Muridae,Mus,house mouse,Mus musculus,polygynous,2,hemo,1,Labyrinthine,1,herd,4,HemoLab,,
Rodentia,,,bank vole,Myodes glareolus,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D40,
Rodentia,,,northern red-backed vole,Myodes rutilus,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D39,
Rodentia,Agoutidae,Myoprocta,green acouchi,Myoprocta pratti,monogamous,1,hemo,1,Villous,3,herd,4,HemoVil,https://onlinelibrary.wiley.com/doi/pdf/10.1002/jez.a.10292,
Rodentia,Muridae,Neotoma,white-throated woodrat,Neotoma albigula,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,Cricetidae,Neotoma,eastern woodrat,Neotoma floridana,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,Cricetidae,Neotoma,dusky-footed woodrat ,Neotoma fuscipes,polygynous,2,hemo,1,Labyrinthine,1,male,2,HemoLab,,
Rodentia,Cricetidae,Neotoma,desert woodrat,Neotoma lepida,no data,,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,Octodontidae,Octodon,common degu,Octodon degus,polygynous,2,hemo,1,Labyrinthine,1,male,2,HemoLab,http://placentation.ucsd.edu/degu.htm,
Rodentia,Muridae,Ondatra,muskrat,Ondatra zibethicus,polygynous,2,hemo,1,Labyrinthine,1,herd,4,HemoLab,http://placentation.ucsd.edu/muskratfs.htm,
Rodentia,Sciuridae,Otospermophilus,California ground squirrel,Otospermophilus beecheyi,polygynous,2,hemo,1,Labyrinthine,1,herd,4,HemoLab,,
Rodentia,Sciuridae,Paraxerus,Smith's bush squirrel ,Paraxerus cepapi,polygynous,2,hemo,1,Labyrinthine,1,herd,4,HemoLab,http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html,
Rodentia,Pedetidae,Pedetes,South African springhare,Pedetes capensis,no data,,hemo,1,Labyrinthine,1,no data,,HemoLab,,
Rodentia,,, Great Basin pocket mouse ,Perognathus parvus,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D62,
Rodentia,Muridae,Peromyscus,cactus mouse,Peromyscus eremicus,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,Muridae,Peromyscus,white-footed mouse,Peromyscus leucopus,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,,,deer mouse,Peromyscus maniculatus,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D35,
Rodentia,Muridae,Peromyscus,oldfield mouse ,Peromyscus polionotus,monogamous,1,hemo,1,Labyrinthine,1,herd,4,HemoLab,,
Rodentia,,,dassie rat ,Petromns typicus,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D88,
Rodentia,Cricetidae,Phodopus,Campbell's dwarf hamster,Phodopus campbelli,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,http://placentation.ucsd.edu/siberianham.htm,
Rodentia,Cricetidae,Phodopus,winter white dwarf hamster,Phodopus sungorus,monogamous,1,hemo,1,Labyrinthine,1,herd,4,HemoLab,,
Rodentia,Muridae,Rattus, brown rat,Rattus norvegicus,polygynous,2,hemo,1,Labyrinthine,1,male,2,HemoLab,,
Rodentia,Sciuridae,Ratufa,cream-coloured giant squirrel,Ratufa affinis,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,Sciuridae,Sciurus,Geoffroy's tamarin ,Sciurus carolinensis,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,Sciuridae,Sciurus,fox squirrel,Sciurus niger,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,Sciuridae,Sciurus,red squirrel ,Sciurus vulgaris,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,Muridae,Sekeetamys,bushy-tailed jird,Sekeetamys calurus,monogamous,1,hemo,1,Labyrinthine,1,herd,4,HemoLab,,
Rodentia,Muridae,Nannospalax,Middle East blind mole-rat,Spalax ehrenbergi,monogamous,1,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,Muridae,Spalax,giant mole-rat,Spalax giganteus,monogamous,1,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,,, European ground squirrel,Spermophilus citellus,,,hemo,1,Labyrinthine,Least Concern,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D105,
